0.001000	0.093940	0.034187	93.969261	34.202015	-57.556171	-30.758732
0.002000	0.187823	0.068343	93.911705	34.171257	-57.481827	-30.731674
0.003000	0.281649	0.102468	93.854225	34.140526	-57.407623	-30.704666
0.004000	0.375417	0.136562	93.796814	34.109821	-57.333561	-30.677708
0.005000	0.469128	0.170626	93.739479	34.079144	-57.259628	-30.650803
0.006000	0.562782	0.204659	93.682220	34.048492	-57.185848	-30.623947
0.007000	0.656378	0.238662	93.625038	34.017868	-57.112206	-30.597141
0.008000	0.749918	0.272634	93.567924	33.987270	-57.038692	-30.570385
0.009000	0.843400	0.306575	93.510887	33.956699	-56.965324	-30.543682
0.010000	0.936825	0.340486	93.453918	33.926155	-56.892086	-30.517025
0.011000	1.030194	0.374366	93.397026	33.895638	-56.818989	-30.490421
0.012000	1.123506	0.408216	93.340210	33.865147	-56.746025	-30.463863
0.013000	1.216761	0.442036	93.283463	33.834682	-56.673206	-30.437359
0.014000	1.309960	0.475825	93.226791	33.804245	-56.600513	-30.410904
0.015000	1.403101	0.509584	93.170189	33.773834	-56.527969	-30.384499
0.016000	1.496187	0.543312	93.113663	33.743450	-56.455551	-30.358139
0.017000	1.589216	0.577010	93.057205	33.713093	-56.383270	-30.331833
0.018000	1.682189	0.610677	93.000824	33.682762	-56.311127	-30.305573
0.019000	1.775105	0.644315	92.944511	33.652458	-56.239120	-30.279366
0.020000	1.867965	0.677922	92.888275	33.622177	-56.167244	-30.253204
0.021000	1.960769	0.711499	92.832108	33.591923	-56.095497	-30.227089
0.022000	2.053517	0.745045	92.776009	33.561695	-56.023884	-30.201027
0.023000	2.146209	0.778562	92.719986	33.531494	-55.952415	-30.175014
0.024000	2.238845	0.812048	92.664032	33.501320	-55.881062	-30.149044
0.025000	2.331425	0.845504	92.608154	33.471172	-55.809860	-30.123127
0.026000	2.423950	0.878930	92.552345	33.441048	-55.738781	-30.097256
0.027000	2.516419	0.912326	92.496605	33.410950	-55.667835	-30.071434
0.028000	2.608832	0.945692	92.440941	33.380878	-55.597019	-30.045658
0.029000	2.701190	0.979027	92.385345	33.350834	-55.526340	-30.019936
0.030000	2.793492	1.012333	92.329819	33.320812	-55.455788	-29.994255
0.031000	2.885738	1.045609	92.274361	33.290817	-55.385361	-29.968624
0.032000	2.977930	1.078855	92.218979	33.260849	-55.315071	-29.943039
0.033000	3.070066	1.112071	92.163666	33.230907	-55.244919	-29.917507
0.034000	3.162147	1.145257	92.108421	33.200989	-55.174881	-29.892014
0.035000	3.254172	1.178413	92.053246	33.171097	-55.104977	-29.866570
0.036000	3.346143	1.211540	91.998138	33.141232	-55.035202	-29.841175
0.037000	3.438059	1.244636	91.943100	33.111389	-54.965557	-29.815826
0.038000	3.529919	1.277703	91.888138	33.081573	-54.896042	-29.790524
0.039000	3.621725	1.310740	91.833244	33.051785	-54.826660	-29.765274
0.040000	3.713476	1.343747	91.778419	33.022018	-54.757401	-29.740063
0.041000	3.805173	1.376724	91.723663	32.992279	-54.688271	-29.714901
0.042000	3.896814	1.409672	91.668976	32.962563	-54.619263	-29.689785
0.043000	3.988401	1.442590	91.614357	32.932873	-54.550385	-29.664715
0.044000	4.079934	1.475478	91.559807	32.903210	-54.481632	-29.639690
0.045000	4.171412	1.508337	91.505325	32.873569	-54.413010	-29.614716
0.046000	4.262836	1.541166	91.450912	32.843956	-54.344509	-29.589783
0.047000	4.354206	1.573966	91.396568	32.814365	-54.276134	-29.564896
0.048000	4.445521	1.606736	91.342293	32.784801	-54.207886	-29.540058
0.049000	4.536782	1.639476	91.288086	32.755260	-54.139767	-29.515263
0.050000	4.627989	1.672187	91.233948	32.725746	-54.071766	-29.490513
0.051000	4.719141	1.704869	91.179878	32.696255	-54.003895	-29.465809
0.052000	4.810240	1.737521	91.125877	32.666790	-53.936150	-29.441154
0.053000	4.901285	1.770144	91.071938	32.637348	-53.868515	-29.416534
0.054000	4.992276	1.802737	91.018066	32.607933	-53.801010	-29.391964
0.055000	5.083214	1.835301	90.964264	32.578541	-53.733627	-29.367439
0.056000	5.174098	1.867835	90.910530	32.549175	-53.666378	-29.342964
0.057000	5.264927	1.900340	90.856865	32.519833	-53.599243	-29.318527
0.058000	5.355704	1.932816	90.803268	32.490513	-53.532234	-29.294140
0.059000	5.446427	1.965263	90.749733	32.461220	-53.465336	-29.269791
0.060000	5.537097	1.997680	90.696266	32.431950	-53.398563	-29.245487
0.061000	5.627713	2.030068	90.642868	32.402702	-53.331921	-29.221233
0.062000	5.718276	2.062427	90.589539	32.373482	-53.265400	-29.197018
0.063000	5.808785	2.094757	90.536270	32.344284	-53.198990	-29.172848
0.064000	5.899242	2.127057	90.483070	32.315113	-53.132706	-29.148724
0.065000	5.989645	2.159329	90.429939	32.285965	-53.066544	-29.124641
0.066000	6.079996	2.191571	90.376869	32.256840	-53.000500	-29.100605
0.067000	6.170293	2.223784	90.323868	32.227737	-52.934574	-29.076611
0.068000	6.260537	2.255968	90.270935	32.198662	-52.868771	-29.052658
0.069000	6.350729	2.288123	90.218063	32.169609	-52.803085	-29.028751
0.070000	6.440868	2.320250	90.165260	32.140579	-52.737518	-29.004887
0.071000	6.530954	2.352347	90.112526	32.111576	-52.672073	-28.981068
0.072000	6.620987	2.384415	90.059853	32.082596	-52.606747	-28.957291
0.073000	6.710968	2.416454	90.007248	32.053638	-52.541534	-28.933556
0.074000	6.800897	2.448464	89.954704	32.024704	-52.476440	-28.909863
0.075000	6.890773	2.480446	89.902229	31.995794	-52.411465	-28.886211
0.076000	6.980597	2.512398	89.849815	31.966908	-52.346603	-28.862606
0.077000	7.070368	2.544322	89.797470	31.938046	-52.281864	-28.839043
0.078000	7.160088	2.576216	89.745186	31.909206	-52.217239	-28.815521
0.079000	7.249754	2.608082	89.692970	31.880390	-52.152733	-28.792042
0.080000	7.339369	2.639920	89.640816	31.851599	-52.088337	-28.768604
